Duration,sex,age,race,race_8_TEXT,pid1,ideo,pol_interest,pres_approval,state,educ,affective_Dem,affective_Rep,china_frenemy,china_threat,china_opp,tool_diplomacy,tool_sanction,tool_assist_c,tool_covertAction,tool_milthreat,tool_milforce,gender,age,hhi,ethnicity,hispanic,education,political_party,region
766,Female,69,White,,Republican,Conservative,Very interested,Approve Strongly,Arizona,High school graduate,0,94,Unfriendly,Agree Somewhat,Disagree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Neutral,Somewhat Unacceptable,2,69,3,1,1,2,10,4
1006,Female,65,White,,Democrat,Slightly liberal,Extremely interested,Disapprove Strongly,Arizona,4-year college degree,72,9,Friendly,Disagree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,65,12,1,1,6,2,4
1111,Male,55,White,,Democrat,Conservative,Very interested,Disapprove Strongly,New York,4-year college degree,60,40,Unfriendly,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,55,14,1,1,6,2,1
1138,Male,21,Asian or Asian American,,Democrat,"Moderate, middle of the road",Moderately interested,Approve Somewhat,New York,"Some college, but no degree (yet)",92,9,Ally,Disagree Strongly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,1,21,12,4,1,6,1,1
888,Female,67,White,,Democrat,Liberal,Very interested,Disapprove Strongly,Pennsylvania,High school graduate,100,3,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,2,67,11,1,1,2,1,1
600,Male,21,White,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Somewhat,Georgia,"Some college, but no degree (yet)",51,51,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Neutral,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,21,8,1,1,6,3,3
476,Male,20,Hispanic or Latino,,Democrat,Slightly liberal,Moderately interested,Disapprove Somewhat,Texas,High school graduate,81,32,Friendly,Neither Agree nor Disagree,Agree Somewhat,Very Acceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,20,8,15,2,4,2,3
1129,Male,55,White,,Independent / Other,"Moderate, middle of the road",Very interested,Approve Strongly,Florida,High school graduate,30,70,Friendly,Agree Somewhat,Agree Strongly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,55,5,1,1,2,10,3
813,Male,60,White,,Democrat,Liberal,Extremely interested,Disapprove Strongly,Washington,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",100,0,Enemy,Agree Slightly,Agree Somewhat,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,60,5,1,1,9,2,4
1742,Male,37,White,,Republican,Extremely conservative,Very interested,Approve Somewhat,North Carolina,High school graduate,0,100,Unfriendly,Disagree Strongly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,1,37,1,1,1,2,10,3
1134,Female,65,White,,Republican,Conservative,Very interested,Approve Strongly,Colorado,4-year college degree,10,76,Unfriendly,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Acceptable,2,65,5,1,1,6,10,4
791,Male,22,Hispanic or Latino,,Democrat,Liberal,Slightly interested,Neither Approve nor Disapprove,Virginia,Did not graduate from high school,40,79,Unfriendly,Disagree Slightly,Disagree Strongly,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Neutral,1,21,1,15,14,1,5,3
454,Male,57,Hispanic or Latino,,Republican,Conservative,Very interested,Approve Somewhat,Louisiana,"Some college, but no degree (yet)",5,42,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,58,3,1,10,4,9,3
976,Female,81,White,,Democrat,Conservative,Slightly interested,Disapprove Strongly,New York,High school graduate,93,26,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,81,6,1,1,2,1,1
717,Male,68,White,,Independent / Other,Slightly conservative,Slightly interested,Disapprove Somewhat,California,4-year college degree,40,20,Unfriendly,Neither Agree nor Disagree,Disagree Somewhat,Somewhat Acceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,68,2,1,1,6,7,4
328,Male,62,White,,Democrat,Liberal,Extremely interested,Disapprove Strongly,New Jersey,4-year college degree,95,8,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,62,20,1,1,8,1,1
841,Male,46,White,,Independent / Other,"Moderate, middle of the road",Extremely interested,Neither Approve nor Disapprove,Mississippi,2-year college degree,43,46,Friendly,Disagree Strongly,Agree Strongly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,46,9,1,1,5,7,3
453,Female,71,White,,Democrat,Liberal,Very interested,Disapprove Strongly,California,2-year college degree,91,7,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,71,7,1,1,5,1,4
484,Male,47,White,,Independent / Other,Slightly conservative,Extremely interested,Approve Strongly,Pennsylvania,2-year college degree,0,20,Enemy,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Neutral,Neutral,Neutral,1,47,20,1,1,5,5,1
479,Male,60,White,,Republican,"Moderate, middle of the road",Not interested at all,Approve Somewhat,Georgia,2-year college degree,6,100,Enemy,Agree Strongly,Disagree Strongly,Neutral,Very Acceptable,Somewhat Acceptable,Neutral,Very Acceptable,Very Acceptable,1,60,2,1,1,5,9,3
902,Male,50,White,,Republican,Conservative,Moderately interested,Approve Somewhat,Idaho,High school graduate,39,65,Enemy,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,50,14,1,1,3,9,4
4277,Male,46,Hispanic or Latino,,Democrat,Liberal,Moderately interested,Disapprove Somewhat,California,Did not graduate from high school,81,19,Enemy,Agree Strongly,Disagree Somewhat,Somewhat Acceptable,Somewhat Acceptable,Neutral,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,46,5,1,2,2,2,4
3127,Male,35,Black or African American,,Independent / Other,Slightly conservative,Very interested,Approve Somewhat,South Dakota,4-year college degree,60,90,Unfriendly,Agree Strongly,Agree Somewhat,Somewhat Acceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,Neutral,Neutral,1,35,6,2,1,6,5,2
769,Male,64,White,,Republican,Extremely conservative,Moderately interested,Approve Strongly,California,High school graduate,6,100,Enemy,Agree Strongly,Disagree Strongly,Very Unacceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,64,1,1,1,2,10,4
342,Male,61,White,,Democrat,Liberal,Extremely interested,Disapprove Strongly,Indiana,2-year college degree,0,100,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,61,9,1,1,6,1,2
5194,Male,35,Black or African American,,Democrat,Extremely liberal,Very interested,Disapprove Somewhat,Maryland,"Some college, but no degree (yet)",100,12,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Neutral,Somewhat Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,35,4,2,1,6,1,3
355,Male,55,Hispanic or Latino,,Democrat,Slightly liberal,Moderately interested,Approve Somewhat,California,High school graduate,61,53,Friendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,55,9,15,8,1,2,4
710,Male,18,White,,Democrat,"Moderate, middle of the road",Extremely interested,Approve Somewhat,New York,High school graduate,60,40,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,1,18,2,1,1,2,2,1
439,Female,68,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,New Jersey,High school graduate,15,68,Unfriendly,Agree Somewhat,Disagree Strongly,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Neutral,Neutral,2,68,8,1,1,2,4,1
737,Male,57,White,,Independent / Other,Slightly conservative,Slightly interested,Disapprove Somewhat,Texas,"Some college, but no degree (yet)",22,28,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,57,9,1,1,6,5,3
1451,Male,58,White,,Republican,Liberal,Moderately interested,Approve Strongly,New Jersey,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",18,72,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,58,13,1,1,7,10,1
575,Male,45,White,,Republican,Conservative,Very interested,Approve Strongly,South Carolina,High school graduate,34,81,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Somewhat Unacceptable,Neutral,Somewhat Acceptable,1,49,5,1,1,2,10,3
617,Male,20,White,,Democrat,Liberal,Moderately interested,Neither Approve nor Disapprove,Texas,"Some college, but no degree (yet)",100,47,Unfriendly,Disagree Slightly,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,20,1,1,2,4,1,3
765,Male,21,White,,Independent / Other,Extremely liberal,Extremely interested,Disapprove Strongly,Florida,4-year college degree,65,10,Ally,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,1,21,13,1,1,6,3,3
366,Female,70,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Arizona,High school graduate,0,76,Friendly,Agree Somewhat,Agree Slightly,Very Acceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,70,1,1,1,2,10,4
612,Male,47,White,,Republican,Conservative,Moderately interested,Approve Strongly,Montana,2-year college degree,0,62,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,47,20,1,1,5,9,4
582,Male,22,White,,Independent / Other,Liberal,Slightly interested,Disapprove Somewhat,Connecticut,"Some college, but no degree (yet)",80,40,Friendly,Disagree Somewhat,Agree Somewhat,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,22,16,1,1,4,3,1
498,Female,71,White,,Democrat,"Moderate, middle of the road",Moderately interested,Approve Somewhat,New York,"Some college, but no degree (yet)",38,71,Unfriendly,Agree Slightly,Disagree Strongly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Neutral,Neutral,Somewhat Unacceptable,2,71,3,1,1,4,2,1
1191,Male,76,White,,Independent / Other,Liberal,Very interested,Disapprove Strongly,Ohio,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",75,5,Enemy,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,1,76,22,1,1,8,3,2
475,Female,82,White,,Democrat,Extremely liberal,Very interested,Disapprove Strongly,Connecticut,"Some college, but no degree (yet)",97,0,Friendly,Neither Agree nor Disagree,Agree Somewhat,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,82,3,1,1,6,1,1
434,Male,72,White,,Republican,Slightly conservative,Very interested,Approve Strongly,Arkansas,2-year college degree,97,60,Friendly,Agree Slightly,Agree Strongly,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,1,72,4,1,1,5,10,3
547,Female,41,Some other race – Type in race,Samoan,Democrat,"Moderate, middle of the road",Very interested,Disapprove Strongly,Washington,"Some college, but no degree (yet)",73,6,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,2,41,8,11,1,4,1,4
303,Female,65,White,,Republican,"Moderate, middle of the road",Slightly interested,Approve Somewhat,Pennsylvania,High school graduate,19,86,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,65,5,1,1,2,9,1
709,Male,68,White,,Republican,Conservative,Very interested,Approve Strongly,Wisconsin,"Some college, but no degree (yet)",20,69,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Neutral,Neutral,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,68,9,1,1,4,10,2
752,Female,69,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Pennsylvania,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",95,5,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,2,69,21,1,1,7,1,1
222,Female,26,Hispanic or Latino,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,California,4-year college degree,85,25,Unfriendly,Disagree Somewhat,Neither Agree nor Disagree,Neutral,Neutral,Somewhat Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,1,21,12,1,1,6,2,4
248,Female,43,Black or African American,,Republican,Liberal,Extremely interested,Approve Strongly,Kentucky,High school graduate,61,72,Friendly,Disagree Slightly,Disagree Slightly,Neutral,Neutral,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Acceptable,2,43,3,2,1,2,1,3
774,Female,66,White,,Independent / Other,Slightly conservative,Moderately interested,Approve Strongly,New York,2-year college degree,0,60,Enemy,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Neutral,Very Acceptable,Somewhat Acceptable,Neutral,2,66,14,1,1,5,5,1
3985,Female,60,White,,Republican,Extremely conservative,Very interested,Approve Strongly,Kentucky,"Some college, but no degree (yet)",19,80,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Neutral,Neutral,2,60,10,1,1,6,10,3
919,Male,22,Hispanic or Latino,,Democrat,Slightly conservative,Moderately interested,Disapprove Strongly,California,"Some college, but no degree (yet)",80,45,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,22,8,15,2,4,2,4
249,,,,,,,,,,,,,,,,,,,,,,1,22,3,1,1,5,5,3
936,Male,56,White,,Democrat,Slightly liberal,Slightly interested,Approve Somewhat,Tennessee,High school graduate,70,50,Friendly,Agree Strongly,Agree Strongly,Very Acceptable,Somewhat Unacceptable,Neutral,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,56,1,1,1,2,2,3
381,Male,60,White,,Democrat,Liberal,Extremely interested,Disapprove Strongly,California,2-year college degree,95,1,Friendly,Disagree Somewhat,Agree Strongly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,60,8,1,1,3,1,4
375,Male,20,Hispanic or Latino,,Independent / Other,Slightly conservative,Slightly interested,Neither Approve nor Disapprove,Texas,High school graduate,50,50,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Neutral,Very Acceptable,Somewhat Acceptable,1,20,8,1,2,2,4,3
1727,Female,73,White,,Democrat,Slightly conservative,Extremely interested,Disapprove Strongly,New York,4-year college degree,100,50,Unfriendly,Disagree Slightly,Neither Agree nor Disagree,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,73,1,1,1,6,1,1
499,Female,20,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,New York,High school graduate,50,50,Friendly,Disagree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,2,20,4,1,1,2,4,1
990,Male,49,Hispanic or Latino,,Democrat,"Moderate, middle of the road",Very interested,Neither Approve nor Disapprove,California,2-year college degree,75,50,Unfriendly,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Somewhat Acceptable,Very Acceptable,Neutral,Somewhat Unacceptable,1,49,19,15,2,5,2,4
367,Male,23,White,,Independent / Other,Slightly liberal,Very interested,Disapprove Strongly,Rhode Island,High school graduate,58,40,Unfriendly,Agree Slightly,Agree Somewhat,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,23,19,1,1,2,3,1
555,Male,51,White,,Republican,Slightly conservative,Moderately interested,Approve Somewhat,Georgia,High school graduate,20,70,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Neutral,Neutral,1,51,7,1,1,2,9,3
269,Male,58,White,,Independent / Other,Slightly liberal,Extremely interested,Disapprove Strongly,Nevada,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",60,8,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,57,3,1,1,8,6,4
703,Male,53,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Approve Strongly,Tennessee,High school graduate,85,93,Enemy,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,53,2,1,1,1,4,3
1642,Male,73,White,,Democrat,Liberal,Extremely interested,Disapprove Strongly,North Carolina,High school graduate,100,6,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Acceptable,Very Unacceptable,Very Unacceptable,Neutral,Somewhat Unacceptable,Neutral,1,73,2,1,1,2,1,3
911,Female,49,White,,Independent / Other,Slightly conservative,Moderately interested,Disapprove Somewhat,New York,"Some college, but no degree (yet)",100,26,Friendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,2,49,3,3,1,2,3,1
804,Male,62,White,,Independent / Other,"Moderate, middle of the road",Extremely interested,Disapprove Strongly,Hawaii,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",51,90,Unfriendly,Disagree Somewhat,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,62,8,1,1,7,4,4
743,Male,64,White,,Independent / Other,"Moderate, middle of the road",Very interested,Approve Somewhat,Arizona,4-year college degree,22,41,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,66,5,1,1,6,8,1
423,Female,68,White,,Republican,Extremely conservative,Slightly interested,Approve Somewhat,Kentucky,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",41,76,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Neutral,2,68,18,1,1,7,10,3
569,Male,69,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,South Carolina,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",0,83,Unfriendly,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Neutral,Very Acceptable,Somewhat Acceptable,Neutral,1,69,13,1,1,7,10,3
514,Female,35,Black or African American,,Democrat,Extremely liberal,Not interested at all,Disapprove Strongly,Massachusetts,"Some college, but no degree (yet)",100,0,Friendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,35,7,2,1,4,1,1
383,Female,68,White,,Democrat,Slightly liberal,Slightly interested,Disapprove Strongly,Nevada,2-year college degree,100,0,Unfriendly,Agree Strongly,Agree Somewhat,Somewhat Acceptable,Neutral,Neutral,Somewhat Unacceptable,Neutral,Neutral,2,68,13,1,1,5,1,4
739,Female,31,Black or African American,,Democrat,Liberal,Not interested at all,Disapprove Strongly,Florida,4-year college degree,98,6,Unfriendly,Agree Slightly,Disagree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Neutral,Neutral,Somewhat Acceptable,2,31,1,2,1,6,1,3
5957,Female,42,Black or African American,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Louisiana,High school graduate,50,50,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Neutral,Neutral,Somewhat Unacceptable,2,42,2,2,1,2,2,3
786,Male,61,White,,Democrat,"Moderate, middle of the road",Very interested,Disapprove Strongly,Indiana,2-year college degree,82,27,Unfriendly,Agree Strongly,Disagree Strongly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,1,61,9,1,1,5,2,2
4471,Female,72,White,,Democrat,Slightly conservative,Slightly interested,Approve Somewhat,New York,"Some college, but no degree (yet)",60,70,Enemy,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Very Unacceptable,Somewhat Unacceptable,Very Acceptable,Very Acceptable,2,72,18,1,1,4,2,1
305,Male,18,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,California,High school graduate,50,50,Enemy,Neither Agree nor Disagree,Agree Somewhat,Neutral,Neutral,Neutral,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,1,18,10,15,2,2,7,4
457,Male,45,Hispanic or Latino,,Republican,Extremely conservative,Very interested,Approve Strongly,Texas,2-year college degree,6,26,Unfriendly,Agree Strongly,Disagree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,45,1,1,1,5,9,3
1090,Male,60,White,,Republican,Conservative,Extremely interested,Approve Strongly,Indiana,"Some college, but no degree (yet)",11,100,Enemy,Agree Strongly,Disagree Somewhat,Neutral,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,60,1,1,1,3,10,2
1532,Male,60,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,West Virginia,High school graduate,2,94,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Very Acceptable,Very Unacceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,1,60,3,1,1,2,10,3
169,Male,49,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Arizona,4-year college degree,33,21,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,49,19,1,1,6,4,4
351,Male,50,White,,Republican,Conservative,Extremely interested,Approve Strongly,Colorado,High school graduate,0,75,Enemy,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,1,50,20,1,1,2,10,4
3196,Female,72,White,,Republican,Conservative,Moderately interested,Approve Somewhat,Texas,"Some college, but no degree (yet)",30,81,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Very Unacceptable,Very Unacceptable,Neutral,Neutral,2,72,5,1,1,4,10,3
1155,Male,60,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Pennsylvania,2-year college degree,0,100,Unfriendly,Agree Somewhat,Disagree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,60,6,1,1,5,10,1
738,Male,20,White,,Republican,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Maryland,"Some college, but no degree (yet)",50,70,Unfriendly,Agree Somewhat,Disagree Somewhat,Somewhat Acceptable,Neutral,Neutral,Neutral,Neutral,Somewhat Acceptable,1,19,21,1,1,2,9,3
759,Male,23,Hispanic or Latino,,Independent / Other,Extremely liberal,Extremely interested,Disapprove Strongly,North Carolina,"Some college, but no degree (yet)",50,0,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,23,9,1,2,4,3,3
374,Female,68,White,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Strongly,New Jersey,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",92,13,Friendly,Agree Slightly,Agree Somewhat,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,68,-3105,1,1,9,3,1
752,Male,51,Black or African American,,Democrat,Extremely liberal,Not interested at all,Disapprove Strongly,Florida,High school graduate,100,0,Friendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,51,1,15,1,2,1,3
669,Female,68,White,,Republican,Conservative,Very interested,Approve Strongly,Washington,"Some college, but no degree (yet)",17,75,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,68,13,1,1,4,10,4
776,Male,64,White,,Republican,Conservative,Moderately interested,Approve Somewhat,North Carolina,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",16,64,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Very Acceptable,Very Unacceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,1,64,3,1,1,7,9,3
1096,Female,56,White,,Independent / Other,"Moderate, middle of the road",Very interested,Disapprove Strongly,Florida,High school graduate,70,30,Friendly,Agree Somewhat,Agree Strongly,Very Acceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,56,24,1,1,3,4,3
740,Female,70,White,,Independent / Other,"Moderate, middle of the road",Slightly interested,Approve Somewhat,Virginia,4-year college degree,10,30,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,70,6,1,1,6,4,3
